source,retrieved_at,ranking_scope,ranking_year,rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,iid,record_type,member_level,url,nid,location,aliases,subjects_offered,closed,unaccredited,disabled
times,2026-07-19T10:13:56+00:00,overall,2012,12,12,Columbia University,87.5,12,89.1,10,67.6,114,-,373,81.8,20,97.8,17,i-62830784,private,0,/world-university-rankings/columbia-university,476,United States,Columbia University,"Architecture,Sport Science,Electrical & Electronic Engineering,Communication & Media Studies,Law,Chemistry,Archaeology,Agriculture & Forestry,Sociology,History, Philosophy & Theology,Business & Management,Other Health,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,General Engineering,Medicine & Dentistry,Computer Science,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,13,13,"University of California, Los Angeles",87.3,13,85.9,14,41.0,246,-,388,92.5,8,97.3,22,i-95508882,public,0,/world-university-rankings/university-california-los-angeles,477,United States,"University of California, Los Angeles","History, Philosophy & Theology,Mathematics & Statistics,Geography,Other Health,Biological Sciences,Law,Physics & Astronomy,Chemistry,Sport Science,Business & Management,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Psychology,Electrical & Electronic Engineering,Chemical Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Medicine & Dentistry,Civil Engineering,Architecture,Archaeology,Mechanical & Aerospace Engineering,Veterinary Science,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,14,14,Johns Hopkins University,85.8,14,78.9,18,59.9,150,100.0,4,86.5,16,97.3,21,i-44788493,private,0,/world-university-rankings/johns-hopkins-university,478,United States,Johns Hopkins University,"Mathematics & Statistics,Economics & Econometrics,Civil Engineering,General Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,Education,Archaeology,Business & Management,Accounting & Finance,Computer Science,History, Philosophy & Theology,Psychology,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Chemical Engineering",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,15,15,ETH Zurich,85.0,15,79.1,17,97.5,2,-,376,85.8,18,87.2,60,i-46301963,master_account,0,/world-university-rankings/eth-zurich,479,Switzerland,ETH Zurich,"Electrical & Electronic Engineering,Education,Civil Engineering,Business & Management,Chemical Engineering,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Economics & Econometrics,Chemistry,Other Health,Mathematics & Statistics,Sport Science,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Biological Sciences,Architecture,Physics & Astronomy,Medicine & Dentistry,Accounting & Finance",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,16,16,University of Pennsylvania,84.9,16,87.0,12,34.3,278,41.9,153,86.1,17,97.9,16,i-31733092,private,0,/world-university-rankings/university-pennsylvania,480,United States,University of Pennsylvania,"Business & Management,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Psychology,Mechanical & Aerospace Engineering,Education,Mathematics & Statistics,Medicine & Dentistry,Communication & Media Studies,Computer Science,Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,General Engineering,Archaeology,Politics & International Studies (incl Development Studies),Sociology,Veterinary Science,Chemistry,History, Philosophy & Theology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Chemical Engineering,Architecture,Law",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,17,17,UCL,83.2,17,77.8,19,91.8,13,41.4,158,84.3,19,89.0,55,i-15171793,master_account,0,/world-university-rankings/ucl,481,United Kingdom,UCL ucl UCL,"General Engineering,Medicine & Dentistry,Sport Science,Art, Performing Arts & Design,Biological Sciences,Law,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,History, Philosophy & Theology,Chemical Engineering,Geography,Archaeology,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Civil Engineering,Sociology,Chemistry,Psychology",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,18,18,University of Michigan-Ann Arbor,82.8,18,75.4,22,47.2,217,53.3,101,90.0,11,94.3,32,i-98611775,public,0,/world-university-rankings/university-michigan-ann-arbor,482,United States,University of Michigan-Ann Arbor,"Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Physics & Astronomy,Computer Science,General Engineering,Chemical Engineering,Agriculture & Forestry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Law,Business & Management,Education,Civil Engineering,Medicine & Dentistry,Economics & Econometrics,Psychology,Architecture,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Chemistry,Sport Science,Languages, Literature & Linguistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,19,19,University of Toronto,81.6,19,76.9,20,69.0,108,44.9,129,87.4,14,86.5,63,i-67051171,master_account,0,/world-university-rankings/university-toronto,483,Canada,University of Toronto,"Art, Performing Arts & Design,Accounting & Finance,Archaeology,Communication & Media Studies,Sport Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Other Health,Computer Science,Architecture,Psychology,Mathematics & Statistics,General Engineering,Chemistry,Economics & Econometrics,Law,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Education,Geography,Business & Management,Sociology,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Languages, Literature & Linguistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,20,20,Cornell University,80.5,20,70.4,28,53.4,181,-,374,87.2,15,93.5,36,i-48987672,private,0,/world-university-rankings/cornell-university,484,United States,Cornell University,"History, Philosophy & Theology,Archaeology,Veterinary Science,Agriculture & Forestry,Law,Biological Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sociology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Computer Science,General Engineering,Chemistry,Economics & Econometrics,Physics & Astronomy,Business & Management,Psychology,Other Health",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,21,21,Carnegie Mellon University,78.4,21,65.7,40,55.0,177,60.7,86,79.5,24,97.4,19,i-14763812,private,0,/world-university-rankings/carnegie-mellon-university,485,United States,Carnegie Mellon University,"Biological Sciences,Economics & Econometrics,Civil Engineering,Business & Management,Architecture,Communication & Media Studies,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Chemical Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,22,22,University of British Columbia,77.4,23,68.6,31,88.7,27,40.6,168,78.6,26,85.2,71,i-91511981,master_account,11,/world-university-rankings/university-british-columbia,486,Canada,University of British Columbia,"Accounting & Finance,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Other Health,Medicine & Dentistry,Sociology,Computer Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,Economics & Econometrics,Law,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Sport Science,Politics & International Studies (incl Development Studies),Architecture,General Engineering,Business & Management,Psychology,Physics & Astronomy,Geography,Agriculture & Forestry,Archaeology,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,22,22,Duke University,77.4,22,62.6,48,46.9,219,100.0,2,77.9,28,97.4,20,i-10310643,private,0,/world-university-rankings/duke-university,487,United States,Duke University,"Computer Science,Physics & Astronomy,Agriculture & Forestry,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Geography,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Other Health,Chemistry,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Art, Performing Arts & Design,Civil Engineering,Psychology,History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,24,24,Georgia Institute of Technology,77.0,24,66.6,35,65.0,127,99.2,19,73.8,35,91.9,43,i-55860137,public,0,/world-university-rankings/georgia-institute-technology,488,United States,Georgia Institute of Technology,"Chemistry,General Engineering,Biological Sciences,Mathematics & Statistics,Sociology,Other Health,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Agriculture & Forestry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Geography,Mechanical & Aerospace Engineering,Economics & Econometrics,Computer Science,Psychology,Business & Management,Architecture,Civil Engineering,Chemical Engineering,Communication & Media Studies,Physics & Astronomy,Languages, Literature & Linguistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,25,25,University of Washington,76.5,25,70.8,27,36.9,264,31.8,270,74.0,34,98.2,14,i-79008396,public,0,/world-university-rankings/university-washington,489,United States,University of Washington,"Languages, Literature & Linguistics,Civil Engineering,Geography,Electrical & Electronic Engineering,Mathematics & Statistics,General Engineering,Chemical Engineering,Accounting & Finance,Architecture,Physics & Astronomy,Computer Science,Chemistry,Psychology,History, Philosophy & Theology,Art, Performing Arts & Design,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Agriculture & Forestry,Communication & Media Studies,Archaeology,Biological Sciences,Sociology,Mechanical & Aerospace Engineering,Sport Science,Education,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Economics & Econometrics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,26,26,Northwestern University,76.2,26,66.3,37,35.3,272,56.6,94,75.5,31,98.6,11,i-44947751,private,0,/world-university-rankings/northwestern-university,490,United States,Northwestern University,"Education,Computer Science,Biological Sciences,Psychology,Archaeology,Physics & Astronomy,History, Philosophy & Theology,Art, Performing Arts & Design,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Accounting & Finance,Chemistry,Chemical Engineering,Mathematics & Statistics,Geography,Sociology,Civil Engineering,Other Health,Electrical & Electronic Engineering,Sport Science,Law,Politics & International Studies (incl Development Studies),General Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,27,27,University of Wisconsin-Madison,75.8,27,74.3,23,23.8,352,55.3,98,77.3,29,90.6,47,i-96030823,public,0,/world-university-rankings/university-wisconsin-madison,491,United States,University of Wisconsin-Madison,"Politics & International Studies (incl Development Studies),Agriculture & Forestry,Electrical & Electronic Engineering,Other Health,Business & Management,Computer Science,Communication & Media Studies,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy,Law,Architecture,Geography,Sport Science,Medicine & Dentistry,Art, Performing Arts & Design,Sociology,Accounting & Finance,Chemical Engineering,Chemistry,Veterinary Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Civil Engineering,Biological Sciences,Psychology",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,28,28,McGill University,75.5,28,72.8,26,81.4,54,35.1,222,78.4,27,77.1,101,i-09910272,master_account,11,/world-university-rankings/mcgill-university,492,Canada,McGill University,"Civil Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Architecture,Agriculture & Forestry,Sociology,Computer Science,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sport Science,Other Health,Psychology,General Engineering,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Geography,Biological Sciences,Archaeology,Law,Medicine & Dentistry,Mathematics & Statistics,Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,29,29,University of Texas at Austin,74.9,29,69.5,30,38.8,252,57.7,93,76.1,30,89.6,53,i-33268802,public,0,/world-university-rankings/university-texas-austin,493,United States,University of Texas at Austin,"Medicine & Dentistry,Geography,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Other Health,Politics & International Studies (incl Development Studies),Education,Law,Sport Science,Chemistry,Computer Science,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Art, Performing Arts & Design,Communication & Media Studies,Civil Engineering,Architecture,Mathematics & Statistics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Sociology,Electrical & Electronic Engineering,Psychology,Physics & Astronomy,Business & Management",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,30,30,The University of Tokyo,74.3,30,86.1,13,23.0,360,76.6,52,80.3,22,69.1,134,i-20654321,master_account,0,/world-university-rankings/university-tokyo,494,Japan,The University of Tokyo,"Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Psychology,Computer Science,Biological Sciences,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Law,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Chemistry,Architecture,Civil Engineering,Sport Science,Education,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Archaeology,Agriculture & Forestry,Sociology",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,31,31,University of Illinois at Urbana-Champaign,74.2,31,67.9,33,50.7,195,-,393,81.3,21,81.5,82,i-24020534,public,0,/world-university-rankings/university-illinois-urbana-champaign,495,United States,University of Illinois at Urbana-Champaign,"Languages, Literature & Linguistics,General Engineering,Business & Management,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Other Health,Chemical Engineering,Psychology,Electrical & Electronic Engineering,Chemistry,Communication & Media Studies,History, Philosophy & Theology,Veterinary Science,Geography,Archaeology,Physics & Astronomy,Law,Architecture,Biological Sciences,Sociology,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Accounting & Finance,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,32,32,Karolinska Institute,73.1,32,69.9,29,82.0,50,78.5,49,73.8,36,73.1,117,i-94134154,master_account,0,/world-university-rankings/karolinska-institute,496,Sweden,Karolinska Institute,"Education,Business & Management,Psychology,Chemical Engineering,Sociology,Medicine & Dentistry,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,33,33,"University of California, San Diego",73.0,33,61.4,53,31.5,293,51.8,106,72.0,40,97.8,18,i-62118223,public,0,/world-university-rankings/university-california-san-diego,497,United States,"University of California, San Diego","Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Education,Communication & Media Studies,General Engineering,Mechanical & Aerospace Engineering,Computer Science,Psychology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Chemistry,Other Health,Biological Sciences,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Civil Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,34,34,University of Hong Kong,72.3,34,74.0,25,83.7,43,64.1,73,80.1,23,60.5,173,i-64169732,master_account,11,/world-university-rankings/university-hong-kong,498,Hong Kong,University of Hong Kong,"Physics & Astronomy,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Accounting & Finance,Civil Engineering,Communication & Media Studies,Law,History, Philosophy & Theology,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Economics & Econometrics,Art, Performing Arts & Design,Sociology,Geography,Agriculture & Forestry,Medicine & Dentistry,Architecture",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,35,35,"University of California, Santa Barbara",72.1,35,55.0,67,52.6,187,85.0,39,65.3,47,99.9,5,i-69587594,public,0,/world-university-rankings/university-california-santa-barbara,499,United States,"University of California, Santa Barbara","Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Education,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Sociology,Archaeology,History, Philosophy & Theology,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,Chemical Engineering,Accounting & Finance,Architecture,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Veterinary Science,Geography",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,36,36,University of Edinburgh,72.0,36,63.0,46,79.8,60,41.3,159,61.4,52,92.3,41,i-61465682,master_account,0,/world-university-rankings/university-edinburgh,500,United Kingdom,University of Edinburgh,"History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Business & Management,Medicine & Dentistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Law,Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Accounting & Finance,Education,Other Health,Veterinary Science,Sport Science,Geography",False,False,False
times,2026-07-19T10:13:56+00:00,overall,2012,37,37,University of Melbourne,71.9,37,62.2,49,82.5,47,44.4,134,72.4,38,80.7,86,i-84190491,master_account,0,/world-university-rankings/university-melbourne,501,Australia,University of Melbourne UniMelb Australia,"Communication & Media Studies,Medicine & Dentistry,Computer Science,Economics & Econometrics,Civil Engineering,Physics & Astronomy,History, Philosophy & Theology,Architecture,Chemical Engineering,Accounting & Finance,Sociology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Agriculture & Forestry,Archaeology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Veterinary Science,Geography,Languages, Literature & Linguistics,Law,Education,Sport Science,Electrical & Electronic Engineering,Chemistry,Psychology,General Engineering,Business & Management",False,False,False
