source,retrieved_at,ranking_scope,ranking_year,rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,iid,record_type,member_level,url,nid,location,aliases,subjects_offered,closed,unaccredited,disabled
times,2026-07-19T10:14:01+00:00,overall,2015,11,11,The University of Chicago,87.1,11,83.9,12,65.2,128,36.8,261,89.9,11,97.3,15,i-33619812,private,0,/world-university-rankings/university-chicago,473,United States,The University of Chicago,"Accounting & Finance,Medicine & Dentistry,History, Philosophy & Theology,Psychology,Law,Archaeology,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Biological Sciences,Chemical Engineering,Art, Performing Arts & Design,Sociology,Computer Science",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,12,12,"University of California, Los Angeles",85.5,12,82.4,13,49.2,243,-,391,90.5,9,95.3,27,i-95508882,public,0,/world-university-rankings/university-california-los-angeles,477,United States,"University of California, Los Angeles","History, Philosophy & Theology,Mathematics & Statistics,Geography,Other Health,Biological Sciences,Law,Physics & Astronomy,Chemistry,Sport Science,Business & Management,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Psychology,Electrical & Electronic Engineering,Chemical Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Medicine & Dentistry,Civil Engineering,Architecture,Archaeology,Mechanical & Aerospace Engineering,Veterinary Science,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,13,13,ETH Zurich,84.6,13,78.2,16,96.6,3,73.2,68,90.2,10,83.5,83,i-46301963,master_account,0,/world-university-rankings/eth-zurich,479,Switzerland,ETH Zurich,"Electrical & Electronic Engineering,Education,Civil Engineering,Business & Management,Chemical Engineering,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Economics & Econometrics,Chemistry,Other Health,Mathematics & Statistics,Sport Science,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Biological Sciences,Architecture,Physics & Astronomy,Medicine & Dentistry,Accounting & Finance",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,14,14,Columbia University,84.4,14,83.9,11,68.3,114,-,383,79.4,21,95.3,26,i-62830784,private,0,/world-university-rankings/columbia-university,476,United States,Columbia University,"Architecture,Sport Science,Electrical & Electronic Engineering,Communication & Media Studies,Law,Chemistry,Archaeology,Agriculture & Forestry,Sociology,History, Philosophy & Theology,Business & Management,Other Health,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,General Engineering,Medicine & Dentistry,Computer Science,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,15,15,Johns Hopkins University,83.0,15,75.6,18,59.7,164,100.0,3,84.2,17,93.6,34,i-44788493,private,0,/world-university-rankings/johns-hopkins-university,478,United States,Johns Hopkins University,"Mathematics & Statistics,Economics & Econometrics,Civil Engineering,General Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,Education,Archaeology,Business & Management,Accounting & Finance,Computer Science,History, Philosophy & Theology,Psychology,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Chemical Engineering",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,16,16,University of Pennsylvania,81.0,16,79.0,15,43.8,281,43.0,194,82.0,19,94.4,32,i-31733092,private,0,/world-university-rankings/university-pennsylvania,480,United States,University of Pennsylvania,"Business & Management,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Psychology,Mechanical & Aerospace Engineering,Education,Mathematics & Statistics,Medicine & Dentistry,Communication & Media Studies,Computer Science,Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,General Engineering,Archaeology,Politics & International Studies (incl Development Studies),Sociology,Veterinary Science,Chemistry,History, Philosophy & Theology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Chemical Engineering,Architecture,Law",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,17,17,University of Michigan-Ann Arbor,80.9,17,77.0,17,49.8,239,55.7,115,86.5,14,88.9,56,i-98611775,public,0,/world-university-rankings/university-michigan-ann-arbor,482,United States,University of Michigan-Ann Arbor,"Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Physics & Astronomy,Computer Science,General Engineering,Chemical Engineering,Agriculture & Forestry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Law,Business & Management,Education,Civil Engineering,Medicine & Dentistry,Economics & Econometrics,Psychology,Architecture,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Chemistry,Sport Science,Languages, Literature & Linguistics",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,18,18,Duke University,79.9,18,73.5,21,50.5,232,100.0,2,75.2,26,96.6,20,i-10310643,private,0,/world-university-rankings/duke-university,487,United States,Duke University,"Computer Science,Physics & Astronomy,Agriculture & Forestry,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Geography,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Other Health,Chemistry,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Art, Performing Arts & Design,Civil Engineering,Psychology,History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,19,19,Cornell University,79.4,19,71.6,24,59.0,176,33.7,303,83.8,18,91.5,42,i-48987672,private,0,/world-university-rankings/cornell-university,484,United States,Cornell University,"History, Philosophy & Theology,Archaeology,Veterinary Science,Agriculture & Forestry,Law,Biological Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sociology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Computer Science,General Engineering,Chemistry,Economics & Econometrics,Physics & Astronomy,Business & Management,Psychology,Other Health",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,20,20,University of Toronto,79.3,20,74.4,20,71.2,97,46.1,169,85.1,16,83.0,87,i-67051171,master_account,0,/world-university-rankings/university-toronto,483,Canada,University of Toronto,"Art, Performing Arts & Design,Accounting & Finance,Archaeology,Communication & Media Studies,Sport Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Other Health,Computer Science,Architecture,Psychology,Mathematics & Statistics,General Engineering,Chemistry,Economics & Econometrics,Law,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Education,Geography,Business & Management,Sociology,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Languages, Literature & Linguistics",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,21,21,Northwestern University,79.2,21,72.7,22,36.7,326,77.0,58,78.9,23,96.9,18,i-44947751,private,0,/world-university-rankings/northwestern-university,490,United States,Northwestern University,"Education,Computer Science,Biological Sciences,Psychology,Archaeology,Physics & Astronomy,History, Philosophy & Theology,Art, Performing Arts & Design,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Accounting & Finance,Chemistry,Chemical Engineering,Mathematics & Statistics,Geography,Sociology,Civil Engineering,Other Health,Electrical & Electronic Engineering,Sport Science,Law,Politics & International Studies (incl Development Studies),General Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,22,22,UCL,78.7,22,70.4,26,90.6,15,46.2,167,80.4,20,85.1,72,i-15171793,master_account,0,/world-university-rankings/ucl,481,United Kingdom,UCL ucl UCL,"General Engineering,Medicine & Dentistry,Sport Science,Art, Performing Arts & Design,Biological Sciences,Law,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,History, Philosophy & Theology,Chemical Engineering,Geography,Archaeology,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Civil Engineering,Sociology,Chemistry,Psychology",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,23,23,The University of Tokyo,76.1,23,81.4,14,32.4,351,51.2,133,85.1,15,74.7,148,i-20654321,master_account,0,/world-university-rankings/university-tokyo,494,Japan,The University of Tokyo,"Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Psychology,Computer Science,Biological Sciences,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Law,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Chemistry,Architecture,Civil Engineering,Sport Science,Education,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Archaeology,Agriculture & Forestry,Sociology",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,24,24,Carnegie Mellon University,74.3,24,61.6,40,59.3,172,53.0,127,74.9,27,92.0,40,i-14763812,private,0,/world-university-rankings/carnegie-mellon-university,485,United States,Carnegie Mellon University,"Biological Sciences,Economics & Econometrics,Civil Engineering,Business & Management,Architecture,Communication & Media Studies,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Chemical Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,25,25,National University of Singapore,73.3,25,72.0,23,94.9,4,53.4,125,78.1,24,66.0,221,i-02491042,master_account,11,/world-university-rankings/national-university-singapore,504,Singapore,National University of Singapore nus,"Computer Science,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Geography,Medicine & Dentistry,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Law,Other Health,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Sociology,Archaeology,Agriculture & Forestry,Business & Management",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,26,26,University of Washington,73.2,26,64.5,33,47.9,254,44.7,177,68.9,39,95.0,30,i-79008396,public,0,/world-university-rankings/university-washington,489,United States,University of Washington,"Languages, Literature & Linguistics,Civil Engineering,Geography,Electrical & Electronic Engineering,Mathematics & Statistics,General Engineering,Chemical Engineering,Accounting & Finance,Architecture,Physics & Astronomy,Computer Science,Chemistry,Psychology,History, Philosophy & Theology,Art, Performing Arts & Design,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Agriculture & Forestry,Communication & Media Studies,Archaeology,Biological Sciences,Sociology,Mechanical & Aerospace Engineering,Sport Science,Education,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Economics & Econometrics",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,27,27,Georgia Institute of Technology,72.8,27,62.5,38,68.9,113,72.3,72,71.2,33,85.8,70,i-55860137,public,0,/world-university-rankings/georgia-institute-technology,488,United States,Georgia Institute of Technology,"Chemistry,General Engineering,Biological Sciences,Mathematics & Statistics,Sociology,Other Health,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Agriculture & Forestry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Geography,Mechanical & Aerospace Engineering,Economics & Econometrics,Computer Science,Psychology,Business & Management,Architecture,Civil Engineering,Chemical Engineering,Communication & Media Studies,Physics & Astronomy,Languages, Literature & Linguistics",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,28,28,University of Texas at Austin,72.3,28,64.3,34,33.1,349,58.1,106,72.0,30,91.5,44,i-33268802,public,0,/world-university-rankings/university-texas-austin,493,United States,University of Texas at Austin,"Medicine & Dentistry,Geography,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Other Health,Politics & International Studies (incl Development Studies),Education,Law,Sport Science,Chemistry,Computer Science,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Art, Performing Arts & Design,Communication & Media Studies,Civil Engineering,Architecture,Mathematics & Statistics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Sociology,Electrical & Electronic Engineering,Psychology,Physics & Astronomy,Business & Management",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,29,29,LMU Munich,71.9,29,65.1,32,56.4,189,100.0,6,69.1,37,83.0,85,i-40610262,master_account,6,/world-university-rankings/lmu-munich,509,Germany,LMU Munich Ludwig-Maximilians-Universität München,"Biological Sciences,Art, Performing Arts & Design,Psychology,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Other Health,Law,Sociology,Education,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Veterinary Science,History, Philosophy & Theology,Geography,Physics & Astronomy,Economics & Econometrics,Archaeology,Geology, Environmental, Earth & Marine Sciences",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,29,29,University of Wisconsin-Madison,71.9,31,67.7,30,33.6,346,53.3,126,71.3,32,87.7,64,i-96030823,public,0,/world-university-rankings/university-wisconsin-madison,491,United States,University of Wisconsin-Madison,"Politics & International Studies (incl Development Studies),Agriculture & Forestry,Electrical & Electronic Engineering,Other Health,Business & Management,Computer Science,Communication & Media Studies,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy,Law,Architecture,Geography,Sport Science,Medicine & Dentistry,Art, Performing Arts & Design,Sociology,Accounting & Finance,Chemical Engineering,Chemistry,Veterinary Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Civil Engineering,Biological Sciences,Psychology",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,29,29,University of Illinois at Urbana-Champaign,71.9,30,67.7,29,43.9,279,51.7,132,79.0,22,77.8,121,i-24020534,public,0,/world-university-rankings/university-illinois-urbana-champaign,495,United States,University of Illinois at Urbana-Champaign,"Languages, Literature & Linguistics,General Engineering,Business & Management,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Other Health,Chemical Engineering,Psychology,Electrical & Electronic Engineering,Chemistry,Communication & Media Studies,History, Philosophy & Theology,Veterinary Science,Geography,Archaeology,Physics & Astronomy,Law,Architecture,Biological Sciences,Sociology,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Accounting & Finance,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,32,32,University of British Columbia,71.8,32,60.5,41,84.8,35,40.1,223,69.0,38,85.3,71,i-91511981,master_account,11,/world-university-rankings/university-british-columbia,486,Canada,University of British Columbia,"Accounting & Finance,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Other Health,Medicine & Dentistry,Sociology,Computer Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,Economics & Econometrics,Law,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Sport Science,Politics & International Studies (incl Development Studies),Architecture,General Engineering,Business & Management,Psychology,Physics & Astronomy,Geography,Agriculture & Forestry,Archaeology,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,33,33,University of Melbourne,71.2,33,60.4,42,81.3,55,61.2,98,70.9,35,80.6,100,i-84190491,master_account,0,/world-university-rankings/university-melbourne,501,Australia,University of Melbourne UniMelb Australia,"Communication & Media Studies,Medicine & Dentistry,Computer Science,Economics & Econometrics,Civil Engineering,Physics & Astronomy,History, Philosophy & Theology,Architecture,Chemical Engineering,Accounting & Finance,Sociology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Agriculture & Forestry,Archaeology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Veterinary Science,Geography,Languages, Literature & Linguistics,Law,Education,Sport Science,Electrical & Electronic Engineering,Chemistry,Psychology,General Engineering,Business & Management",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,34,34,École Polytechnique Fédérale de Lausanne,70.9,34,54.7,55,98.8,1,61.9,96,56.9,62,95.0,29,i-22579983,master_account,0,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,510,Switzerland,École Polytechnique Fédérale de Lausanne,"Sport Science,Biological Sciences,Chemistry,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Architecture,Mathematics & Statistics,General Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,34,34,London School of Economics and Political Science,70.9,35,65.4,31,87.4,24,40.6,217,74.2,28,71.3,178,i-89868061,master_account,0,/world-university-rankings/london-school-economics-and-political-science,511,United Kingdom,London School of Economics and Political Science,"Mathematics & Statistics,Accounting & Finance,Geography,Law,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Psychology,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,36,36,University of Edinburgh,70.4,36,58.9,44,84.3,40,41.2,214,62.9,49,88.3,60,i-61465682,master_account,0,/world-university-rankings/university-edinburgh,500,United Kingdom,University of Edinburgh,"History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Business & Management,Medicine & Dentistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Law,Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Accounting & Finance,Education,Other Health,Veterinary Science,Sport Science,Geography",False,False,False
times,2026-07-19T10:14:01+00:00,overall,2015,37,37,"University of California, Santa Barbara",70.0,37,49.4,76,64.3,134,87.1,41,61.4,53,99.2,9,i-69587594,public,0,/world-university-rankings/university-california-santa-barbara,499,United States,"University of California, Santa Barbara","Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Education,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Sociology,Archaeology,History, Philosophy & Theology,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,Chemical Engineering,Accounting & Finance,Architecture,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Veterinary Science,Geography",False,False,False
