source,retrieved_at,ranking_scope,ranking_year,rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,iid,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
times,2026-07-19T10:14:04+00:00,overall,2017,3800,351-400,Autonomous University of Madrid,37.6—40.6,3800,32.3,321,28.3,310,57.4,404,35.8,631,51.6,377,i-36914621,master_account,0,/world-university-rankings/autonomous-university-madrid,743,Spain,"26,969",12.4,16%,60 : 40,Autonomous University of Madrid,"Psychology,Medicine & Dentistry,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Geography,Electrical & Electronic Engineering,Law,Sport Science,Computer Science,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Communication & Media Studies,Chemistry,Other Health,History, Philosophy & Theology,Sociology,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Biological Sciences,Education",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3810,351-400,University of Milan-Bicocca,37.6—40.6,3810,25.5,482,22.7,426,70.8,273,43.9,354,42.2,512,i-98497281,master_account,0,/world-university-rankings/university-milan-bicocca,705,Italy,"32,892",65.8,6%,62 : 38,University of Milan-Bicocca,"Computer Science,Psychology,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Chemistry,Business & Management,Education,Other Health,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mathematics & Statistics,Law,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3820,351-400,Mizzou - University of Missouri,37.6—40.6,3820,30.9,350,19.3,503,67.0,322,33.8,758,34.0,635,i-11279063,public,0,/world-university-rankings/mizzou-university-missouri,706,United States,"30,535",11.3,6%,53 : 47,Mizzou - University of Missouri,"Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Computer Science,Mathematics & Statistics,Psychology,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Other Health,Sport Science,Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Law,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Archaeology,Biological Sciences,Geography,General Engineering,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,Sociology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3830,351-400,Montpellier University,37.6—40.6,3830,32.7,307,18.1,538,64.6,345,35.9,628,57.7,313,i-46503751,master_account,0,/world-university-rankings/montpellier-university,755,France,"39,313",19.7,14%,54 : 46,Montpellier University,"Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Accounting & Finance,Biological Sciences,Law,Other Health,Mechanical & Aerospace Engineering,Veterinary Science,General Engineering,Business & Management,Economics & Econometrics,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Physics & Astronomy,Medicine & Dentistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Chemistry,Education,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3840,351-400,Maynooth University,37.6—40.6,3840,25.5,483,24.2,389,61.0,376,37.5,546,77.6,141,i-29482283,master_account,0,/world-university-rankings/maynooth-university,843,Ireland,"7,850",28.8,12%,55 : 45,Maynooth University,"Law,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Biological Sciences,History, Philosophy & Theology,Communication & Media Studies,Education,General Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemistry,Business & Management,Geography,Computer Science,Sociology,Physics & Astronomy,Politics & International Studies (incl Development Studies)",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3850,351-400,Norwegian University of Life Sciences,37.6—40.6,3850,25.7,479,13.2,682,68.3,304,37.9,526,78.0,138,i-40094581,master_account,0,/world-university-rankings/norwegian-university-life-sciences,587790,Norway,"5,655",7.3,21%,53 : 47,Norwegian University of Life Sciences,"Veterinary Science,Biological Sciences,General Engineering,Education,Civil Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Economics & Econometrics,Chemistry,Business & Management,Agriculture & Forestry,Accounting & Finance",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3860,351-400,University of Oklahoma,37.6—40.6,3860,33.5,289,17.9,541,64.1,353,37.3,560,33.6,642,i-11900483,public,0,/world-university-rankings/university-oklahoma,794,United States,"27,054",10.3,6%,52 : 48,University of Oklahoma,"General Engineering,Physics & Astronomy,Business & Management,Archaeology,Chemical Engineering,Sociology,Architecture,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Sport Science,Education,Other Health,Biological Sciences,Law,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geography",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3870,351-400,Paris-Sorbonne University – Paris 4,37.6—40.6,3870,48.6,107,38.6,190,27.9,692,32.2,926,54.2,358,i-04686022,master_account,0,/world-university-rankings/paris-sorbonne-university-paris-4,924,France,"21,488",27.9,19%,70 : 30,Paris-Sorbonne University – Paris 4,,False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3880,351-400,University of Plymouth,37.6—40.6,3880,20.0,705,20.4,480,71.9,263,32.5,884,66.6,230,i-23101933,master_account,0,/world-university-rankings/university-plymouth,796,United Kingdom,"18,510",19.3,14%,52 : 48,University of Plymouth,"Computer Science,Education,Art, Performing Arts & Design,Civil Engineering,Geography,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Chemistry,Business & Management,Mathematics & Statistics,Communication & Media Studies,Economics & Econometrics,Other Health,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Law,Architecture,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3890,351-400,Polytechnic University of Turin,37.6—40.6,3890,25.8,477,19.0,511,66.8,325,49.4,257,48.5,423,i-82771383,master_account,0,/world-university-rankings/polytechnic-university-turin,850,Italy,"29,422",27.9,16%,29 : 71,Polytechnic University of Turin,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Architecture,Chemistry,Chemical Engineering,Art, Performing Arts & Design,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Electrical & Electronic Engineering,Mathematics & Statistics,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3900,351-400,University of Salerno,37.6—40.6,3900,18.2,792,13.1,686,86.7,112,39.2,480,30.8,679,i-21523253,master_account,0,/world-university-rankings/university-salerno,589196,Italy,"37,862",56.3,1%,61 : 39,University of Salerno,"Languages, Literature & Linguistics,Physics & Astronomy,Business & Management,Computer Science,Chemical Engineering,Sociology,Art, Performing Arts & Design,Sport Science,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Biological Sciences,Law,Other Health,Civil Engineering,Politics & International Studies (incl Development Studies),Architecture,Chemistry,Accounting & Finance,General Engineering,Agriculture & Forestry,Education,Economics & Econometrics,Archaeology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3910,351-400,Swinburne University of Technology,37.6—40.6,3910,22.9,579,24.0,396,60.3,385,35.5,660,74.5,173,i-90741515,master_account,11,/world-university-rankings/swinburne-university-technology,858,Australia,"13,606",26.4,27%,39 : 61,Swinburne University of Technology Swinburne University of Technology Swinburne SUT,"Civil Engineering,Medicine & Dentistry,Computer Science,General Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Art, Performing Arts & Design,Chemical Engineering,Economics & Econometrics,Business & Management,Communication & Media Studies,Other Health,Mathematics & Statistics,Sport Science,Chemistry,Accounting & Finance,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Architecture,Education,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,Sociology,Law,Physics & Astronomy,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3920,351-400,The University of Texas at San Antonio,37.6—40.6,3920,17.3,833,16.2,583,85.0,129,32.4,903,32.6,652,i-33715825,public,0,/world-university-rankings/university-texas-san-antonio,761,United States,"25,870",21.4,7%,48 : 52,The University of Texas at San Antonio,"Mathematics & Statistics,History, Philosophy & Theology,Accounting & Finance,Psychology,Other Health,Economics & Econometrics,Geography,Architecture,Chemistry,Physics & Astronomy,Business & Management,Biological Sciences,General Engineering,Languages, Literature & Linguistics,Civil Engineering,Medicine & Dentistry,Computer Science,Electrical & Electronic Engineering,Agriculture & Forestry,Sport Science,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Education,Communication & Media Studies,Chemical Engineering,Law",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3930,351-400,Toyota Technological Institute,37.6—40.6,3930,22.2,614,17.0,565,78.6,195,59.0,180,24.1,784,i-06884404,master_account,0,/world-university-rankings/toyota-technological-institute,587814,Japan,505,11.2,3%,7 : 93,Toyota Technological Institute,"Chemical Engineering,General Engineering,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Physics & Astronomy",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3940,351-400,University of Trieste,37.6—40.6,3940,26.1,471,17.9,544,74.9,235,35.7,640,46.0,462,i-47083973,master_account,0,/world-university-rankings/university-trieste,713,Italy,"18,144",26.5,9%,56 : 44,University of Trieste,"Computer Science,Psychology,Biological Sciences,Accounting & Finance,Medicine & Dentistry,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,General Engineering,Politics & International Studies (incl Development Studies),Chemistry,Business & Management,Civil Engineering,Archaeology,Economics & Econometrics,Geography,Other Health,Mechanical & Aerospace Engineering,Architecture,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology,Chemical Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Law,Education",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3950,351-400,Tulane University,37.6—40.6,3950,41.4,167,15.7,602,61.0,377,35.5,661,37.9,583,i-04338708,private,0,/world-university-rankings/tulane-university,686,United States,"11,495",11.8,11%,56 : 44,Tulane University,"Mechanical & Aerospace Engineering,Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Law,Medicine & Dentistry,Mathematics & Statistics,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Psychology,Architecture,Physics & Astronomy,Accounting & Finance,Biological Sciences,Education,Other Health,Chemistry,Economics & Econometrics,Chemical Engineering,Sociology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3960,351-400,University of Turin,37.6—40.6,3960,21.2,656,20.4,481,72.9,258,45.4,313,38.9,569,i-51137501,master_account,0,/world-university-rankings/university-turin,884,Italy,"67,678",43.7,6%,63 : 37,University of Turin,"Sport Science,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Psychology,Sociology,Business & Management,Accounting & Finance,Chemistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Veterinary Science,Communication & Media Studies,Other Health,Agriculture & Forestry,Computer Science,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Medicine & Dentistry,Education,Biological Sciences,Physics & Astronomy,Geography,Economics & Econometrics,Archaeology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3970,351-400,Victoria University,37.6—40.6,3970,22.5,596,22.1,440,66.9,324,37.2,568,70.8,202,i-77443673,master_account,0,/world-university-rankings/victoria-university,589256,Australia,"15,270",32.5,22%,55 : 45,Victoria University,"Mechanical & Aerospace Engineering,Psychology,Mathematics & Statistics,Civil Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,General Engineering,Education,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sport Science,Accounting & Finance,Chemistry,Economics & Econometrics,Computer Science,Sociology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3980,351-400,Victoria University of Wellington,37.6—40.6,3980,23.3,566,30.2,279,48.4,491,53.6,208,88.6,68,i-06549291,master_account,0,/world-university-rankings/victoria-university-wellington,736,New Zealand,"16,940",20.1,21%,55 : 45,Victoria University of Wellington,"History, Philosophy & Theology,Biological Sciences,Business & Management,Geology, Environmental, Earth & Marine Sciences,Psychology,Communication & Media Studies,Architecture,Mathematics & Statistics,Accounting & Finance,Other Health,Geography,Computer Science,Chemistry,Economics & Econometrics,Electrical & Electronic Engineering,Law,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Sociology,Physics & Astronomy,Education",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,3990,351-400,Washington State University,37.6—40.6,3990,29.6,381,29.6,291,59.8,388,56.9,190,43.3,495,i-18966292,public,0,/world-university-rankings/washington-state-university,814,United States,"26,439",20.1,8%,51 : 49,Washington State University,"Archaeology,Computer Science,Chemistry,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Other Health,Chemical Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Agriculture & Forestry,Sociology,Architecture,Veterinary Science,Psychology,Medicine & Dentistry,Biological Sciences,Geography,Sport Science,Education",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4000,351-400,Wayne State University,37.6—40.6,4000,33.0,299,15.7,603,71.9,264,42.2,388,33.3,644,i-27884402,public,0,/world-university-rankings/wayne-state-university,738,United States,"22,405",10.7,8%,57 : 43,Wayne State University,"Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Other Health,Mathematics & Statistics,Architecture,Civil Engineering,Communication & Media Studies,Education,Law,Biological Sciences,Psychology,Computer Science,History, Philosophy & Theology,Chemistry,Economics & Econometrics,Medicine & Dentistry,Art, Performing Arts & Design,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Sport Science,General Engineering,Languages, Literature & Linguistics,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4010,351-400,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,37.6—40.6,4010,32.9,303,13.8,659,61.2,375,69.7,114,65.9,236,i-60086594,master_account,0,/world-university-rankings/ecole-nationale-des-ponts-et-chaussees-institut-polytechnique-de-paris,131595,France,"1,810",12.9,44%,31 : 69,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,"Sociology,Computer Science,Accounting & Finance,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4020,351-400,Örebro University,37.6—40.6,4020,17.7,815,5.9,965,91.7,70,33.7,769,43.6,490,i-33220673,master_account,0,/world-university-rankings/orebro-university,131461,Sweden,"8,698",15.9,2%,61 : 39,Örebro University,"Other Health,Accounting & Finance,Law,Communication & Media Studies,Education,Civil Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Medicine & Dentistry,Psychology,Computer Science,Biological Sciences,History, Philosophy & Theology,Sociology,Economics & Econometrics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4030,401-500,American University,32.6—37.5,4030,40.5,181,21.3,456,51.4,456,37.8,531,30.1,687,i-67379501,private,0,/world-university-rankings/american-university,131636,United States,"11,636",12.0,12%,61 : 39,American University,"Mathematics & Statistics,Biological Sciences,Politics & International Studies (incl Development Studies),Law,History, Philosophy & Theology,General Engineering,Computer Science,Languages, Literature & Linguistics,Economics & Econometrics,Physics & Astronomy,Communication & Media Studies,Sociology,Art, Performing Arts & Design,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Business & Management,Chemistry,Psychology,Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4040,401-500,Aristotle University of Thessaloniki,32.6—37.5,4040,20.0,700,15.8,592,61.8,366,37.3,558,39.9,552,i-52030612,master_account,0,/world-university-rankings/aristotle-university-thessaloniki,131558,Greece,"44,433",22.3,9%,58 : 42,Aristotle University of Thessaloniki,"Chemical Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Architecture,Electrical & Electronic Engineering,Mathematics & Statistics,Physics & Astronomy,Veterinary Science,Biological Sciences,Business & Management,Medicine & Dentistry,Education,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Law,Archaeology,Communication & Media Studies,Sport Science,Other Health,General Engineering,Civil Engineering,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Economics & Econometrics,Computer Science",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4050,401-500,Atılım University,32.6—37.5,4050,19.0,751,8.1,902,75.3,229,47.9,275,33.2,650,i-65975223,master_account,6,/world-university-rankings/atilim-university,131628,Turkey,"6,394",27.2,8%,,Atılım University Atilim,"Psychology,Communication & Media Studies,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Other Health,Computer Science,Economics & Econometrics,Civil Engineering,Business & Management,Art, Performing Arts & Design,Architecture,General Engineering,Accounting & Finance,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Law,Chemistry",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4060,401-500,University of Aveiro,32.6—37.5,4060,30.2,365,26.2,345,44.5,522,41.5,407,46.5,451,i-97420961,master_account,0,/world-university-rankings/university-aveiro,769,Portugal,"10,641",17.7,9%,51 : 49,University of Aveiro,"Economics & Econometrics,Psychology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Accounting & Finance,Communication & Media Studies,Business & Management,Other Health,Education,Electrical & Electronic Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Physics & Astronomy,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Chemical Engineering,Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Computer Science,Art, Performing Arts & Design,Sociology",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4070,401-500,Bar-Ilan University,32.6—37.5,4070,23.5,555,23.0,420,49.0,484,32.8,840,51.5,379,i-59668173,master_account,0,/world-university-rankings/bar-ilan-university,770,Israel,"16,974",15.1,5%,59 : 41,Bar-Ilan University,"Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Chemical Engineering,Architecture,Biological Sciences,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,General Engineering,Sport Science,Business & Management,Accounting & Finance,Chemistry,Law,Computer Science,Other Health,Medicine & Dentistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Communication & Media Studies,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Veterinary Science,Mathematics & Statistics,Civil Engineering,Geography",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4080,401-500,University of Bari Aldo Moro,32.6—37.5,4080,26.0,472,17.0,561,61.5,371,40.4,442,33.2,645,i-00215262,master_account,0,/world-university-rankings/university-bari-aldo-moro,818,Italy,"49,536",67.0,2%,64 : 36,University of Bari Aldo Moro,"Computer Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Sociology,Agriculture & Forestry,Biological Sciences,Education,Sport Science,Psychology,Veterinary Science,Law,Archaeology,Chemistry,Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4090,401-500,University of Bergamo,32.6—37.5,4090,22.2,607,15.8,593,64.8,341,39.0,486,31.6,666,i-21549772,master_account,0,/world-university-rankings/university-bergamo,587817,Italy,"15,849",49.2,6%,63 : 37,University of Bergamo,"Computer Science,Business & Management,Geography,Civil Engineering,Psychology,Mechanical & Aerospace Engineering,Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Education,Politics & International Studies (incl Development Studies),General Engineering,Accounting & Finance,Languages, Literature & Linguistics,Law,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4100,401-500,Boğaziçi University,32.6—37.5,4100,20.9,666,23.8,403,57.7,401,57.4,188,45.4,466,i-22223592,master_account,0,/world-university-rankings/bogazici-university,772,Turkey,"11,555",25.6,7%,50 : 50,Boğaziçi University,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Veterinary Science,Geography,Economics & Econometrics,Archaeology,Biological Sciences,Law,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Psychology,Architecture,Agriculture & Forestry,Sport Science,Education,Electrical & Electronic Engineering,Communication & Media Studies,Other Health,Physics & Astronomy,Computer Science,Chemistry,Business & Management",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4110,401-500,University of Brescia,32.6—37.5,4110,15.1,912,14.1,649,74.5,239,38.2,511,37.9,578,i-66530582,master_account,0,/world-university-rankings/university-brescia,131631,Italy,"14,616",26.4,7%,46 : 54,University of Brescia,"Chemical Engineering,Business & Management,Agriculture & Forestry,Architecture,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Civil Engineering,Other Health,General Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Sport Science,Biological Sciences,Computer Science,Medicine & Dentistry,Law",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4120,401-500,University of Campinas,32.6—37.5,4120,44.9,133,39.6,182,28.0,690,46.5,299,24.1,782,i-58170814,master_account,0,/world-university-rankings/university-campinas,759,Brazil,"26,966",14.9,3%,48 : 52,University of Campinas,"Business & Management,Agriculture & Forestry,Computer Science,Chemistry,Sociology,Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Education,Communication & Media Studies,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Architecture,Mechanical & Aerospace Engineering,Accounting & Finance,Mathematics & Statistics,Sport Science,Medicine & Dentistry,Civil Engineering,Chemical Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4130,401-500,University of Canberra,32.6—37.5,4130,19.9,709,24.6,376,50.8,462,35.0,687,60.1,285,i-22407321,master_account,0,/world-university-rankings/university-canberra,131399,Australia,"11,287",31.0,28%,53 : 47,University of Canberra,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Communication & Media Studies,Architecture,Mathematics & Statistics,Accounting & Finance,Sport Science,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Education,Civil Engineering,Law,History, Philosophy & Theology,Biological Sciences,Psychology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sociology,Medicine & Dentistry,Chemistry,Economics & Econometrics",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4140,401-500,Universitat Politècnica de Catalunya,32.6—37.5,4140,27.1,437,17.5,550,51.2,458,41.5,408,51.4,383,i-49381991,master_account,0,/world-university-rankings/universitat-politecnica-de-catalunya,849,Spain,"21,995",10.2,12%,27 : 73,Universitat Politècnica de Catalunya,"Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Chemical Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Mathematics & Statistics,Biological Sciences,Other Health,Art, Performing Arts & Design,Civil Engineering,Chemistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4150,401-500,Central Queensland University,32.6—37.5,4150,19.0,747,9.9,828,73.7,244,35.1,681,59.4,296,i-53034181,master_account,11,/world-university-rankings/central-queensland-university,131564,Australia,"12,300",26.6,28%,57 : 43,Central Queensland University CQUni CQUniversity  Australia CQU,"Mathematics & Statistics,General Engineering,Psychology,Sociology,Chemical Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Civil Engineering,Biological Sciences,Agriculture & Forestry,Education,Other Health,Economics & Econometrics,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Architecture,Languages, Literature & Linguistics,Sport Science,History, Philosophy & Theology,Geography,Geology, Environmental, Earth & Marine Sciences,Law",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4160,401-500,Charles University,32.6—37.5,4160,30.5,356,21.4,454,54.6,430,32.4,890,54.6,349,i-85906882,master_account,0,/world-university-rankings/charles-university,799,Czechia,"50,992",13.3,15%,61 : 39,Charles University,"Sport Science,Sociology,Medicine & Dentistry,Communication & Media Studies,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Law,Psychology,Business & Management,Physics & Astronomy,Accounting & Finance,Education,Languages, Literature & Linguistics,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Archaeology,Geography",False,False,False
times,2026-07-19T10:14:04+00:00,overall,2017,4170,401-500,Chung-Ang University,32.6—37.5,4170,36.4,244,31.9,260,23.3,737,63.6,151,49.9,404,i-23219112,master_account,11,/world-university-rankings/chung-ang-university,952,South Korea,"12,221",16.8,22%,44 : 56,Chung-Ang University CAU Chung Ang Korea,"Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Computer Science,Chemistry,Economics & Econometrics,Medicine & Dentistry,Mathematics & Statistics,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Agriculture & Forestry,Geography,Other Health,Law,General Engineering,Sport Science,Architecture,Chemical Engineering,Sociology,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Psychology",False,False,False
