source,retrieved_at,ranking_scope,ranking_year,rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,iid,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
times,2026-07-19T10:14:04+00:00,life-sciences,2017,480,=47,Michigan State University,66.0,480,58.6,44,66.1,41,76.0,145,36.0,314,55.8,211,i-58650993,public,0,/world-university-rankings/michigan-state-university,560,United States,"45,297",15.8,16%,51 : 49,Michigan State University,"Agriculture & Forestry,Sport Science,Biological Sciences,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,490,49,Stockholm University,65.8,490,43.6,94,45.5,92,96.4,24,34.0,364,89.3,33,i-40552744,master_account,0,/world-university-rankings/stockholm-university,596,Sweden,"31,272",23.5,8%,62 : 38,Stockholm University,"Biological Sciences,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,500,50,Northwestern University,65.7,500,48.4,71,57.8,59,89.4,56,44.2,201,54.2,224,i-44947751,private,0,/world-university-rankings/northwestern-university,490,United States,"18,570",14.0,16%,48 : 52,Northwestern University,"Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,510,51,University of Göttingen,65.1,510,61.6,39,58.2,58,76.1,143,32.6,407,62.6,173,i-21059263,master_account,0,/world-university-rankings/university-gottingen,533,Germany,"26,549",26.1,12%,50 : 50,University of Göttingen,"Biological Sciences,Veterinary Science,Sport Science,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,520,52,Humboldt University of Berlin,65.0,520,59.2,42,49.0,79,83.9,86,39.5,258,64.5,160,i-97516374,master_account,0,/world-university-rankings/humboldt-university-berlin,573,Germany,"31,043",54.8,17%,,Humboldt University of Berlin,"Biological Sciences,Sport Science,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,530,=53,University of Manchester,64.5,530,50.1,67,56.0,63,80.3,113,40.3,245,82.5,60,i-29944014,master_account,11,/world-university-rankings/university-manchester,512,United Kingdom,"34,015",14.4,36%,52 : 48,University of Manchester,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,540,=53,Penn State (Main campus),64.5,540,51.0,63,56.6,62,86.5,70,47.1,180,45.4,287,i-63396649,public,0,/world-university-rankings/penn-state-main-campus,515,United States,"45,359",12.3,13%,46 : 54,Penn State (Main campus),"Veterinary Science,Sport Science,Biological Sciences,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,550,55,University of Geneva,64.3,550,36.6,124,43.7,101,92.5,37,97.4,27,98.4,3,i-46922884,master_account,0,/world-university-rankings/university-geneva,594,Switzerland,"15,587",15.0,40%,61 : 39,University of Geneva,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,560,=56,"University of California, Santa Barbara",64.2,560,35.9,130,51.0,73,98.2,12,100.0,1,45.7,285,i-69587594,public,0,/world-university-rankings/university-california-santa-barbara,499,United States,"22,267",27.4,12%,51 : 49,"University of California, Santa Barbara","Biological Sciences,Agriculture & Forestry,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,570,=56,University of Minnesota,64.2,570,48.1,72,66.9,39,79.1,123,99.6,18,31.4,405,i-25162572,public,0,/world-university-rankings/university-minnesota,506,United States,"46,625",17.5,13%,52 : 48,University of Minnesota,"Veterinary Science,Agriculture & Forestry,Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,580,58,University of Helsinki,64.1,580,56.2,51,61.3,52,76.6,142,31.7,451,55.2,213,i-27008023,master_account,0,/world-university-rankings/university-helsinki,555,Finland,"23,369",17.0,6%,65 : 35,University of Helsinki,"Biological Sciences,Agriculture & Forestry,Sport Science,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,590,59,University of North Carolina at Chapel Hill,63.8,590,39.2,112,55.9,64,95.4,27,37.4,290,44.4,291,i-95855921,public,0,/world-university-rankings/university-north-carolina-chapel-hill,507,United States,"26,412",7.5,8%,57 : 43,University of North Carolina at Chapel Hill,"Agriculture & Forestry,Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,600,60,The University of Sydney,63.7,600,52.4,58,61.9,49,69.5,210,89.5,40,75.4,93,i-42598531,master_account,1,/world-university-rankings/university-sydney,522,Australia,"42,678",19.0,29%,57 : 43,The University of Sydney UniSyd,"Veterinary Science,Biological Sciences,Sport Science,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,610,61,University of Hong Kong,63.5,610,55.6,53,60.0,56,66.5,227,40.6,242,98.6,2,i-64169732,master_account,11,/world-university-rankings/university-hong-kong,498,Hong Kong,"20,095",17.8,39%,51 : 49,University of Hong Kong,"Biological Sciences,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,620,=62,University of Dundee,63.0,620,32.7,155,44.0,100,95.5,26,79.3,56,86.5,44,i-48775818,master_account,0,/world-university-rankings/university-dundee,640,United Kingdom,"11,265",14.7,24%,61 : 39,University of Dundee,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,630,=62,University of Glasgow,63.0,630,43.6,92,50.7,75,85.1,77,32.3,422,85.6,49,i-12600602,master_account,11,/world-university-rankings/university-glasgow,566,United Kingdom,"22,855",15.3,32%,57 : 43,University of Glasgow,"Agriculture & Forestry,Biological Sciences,Sport Science,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,640,=62,University of Lausanne,63.0,640,34.9,139,45.3,93,89.2,58,98.4,20,97.1,10,i-51124313,master_account,0,/world-university-rankings/university-lausanne,580,Switzerland,"12,647",13.5,24%,,University of Lausanne,"Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,650,65,University of Zurich,62.9,650,47.2,81,44.9,95,83.5,93,35.8,317,98.0,6,i-86121025,master_account,0,/world-university-rankings/university-zurich,525,Switzerland,"26,042",6.1,18%,57 : 43,University of Zurich,"Veterinary Science,Agriculture & Forestry,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,660,66,University of Bristol,62.4,660,47.7,79,48.5,83,86.1,73,31.9,443,66.3,145,i-18580012,master_account,0,/world-university-rankings/university-bristol,530,United Kingdom,"18,545",13.6,25%,52 : 48,University of Bristol,"Veterinary Science,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,670,67,The University of Western Australia,62.2,670,40.3,108,44.1,98,87.3,64,53.4,137,94.3,15,i-74036713,master_account,0,/world-university-rankings/university-western-australia,654,Australia,"20,777",23.0,27%,50 : 50,The University of Western Australia,"Agriculture & Forestry,Sport Science,Biological Sciences,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,680,68,University of Amsterdam,62.1,680,43.3,95,53.8,69,85.1,76,43.9,202,59.6,189,i-89925363,master_account,1,/world-university-rankings/university-amsterdam,556,Netherlands,"25,344",14.3,10%,58 : 42,University of Amsterdam uva,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,690,=69,Emory University,61.9,690,47.9,75,51.9,70,83.6,90,47.9,174,52.3,238,i-20903556,private,0,/world-university-rankings/emory-university,539,United States,"12,649",4.4,19%,57 : 43,Emory University,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,700,=69,Pierre and Marie Curie University,61.9,700,56.7,50,38.6,124,84.5,80,33.0,396,69.9,123,i-75004781,master_account,0,/world-university-rankings/pierre-and-marie-curie-university,548,France,"28,473",8.0,17%,48 : 52,Pierre and Marie Curie University,"Biological Sciences,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,710,=69,Trinity College Dublin,61.9,710,43.3,96,34.7,149,93.0,35,37.2,292,92.1,20,i-01938649,master_account,0,/world-university-rankings/trinity-college-dublin,582,Ireland,"15,805",23.4,25%,58 : 42,Trinity College Dublin,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,720,71,University of Bonn,61.4,720,46.1,82,43.6,102,88.7,61,34.6,342,64.1,164,i-35335957,master_account,0,/world-university-rankings/university-bonn,868,Germany,"33,939",73.3,13%,55 : 45,University of Bonn,"Agriculture & Forestry,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,730,72,University of Colorado Boulder,60.9,730,37.8,118,47.5,85,98.3,10,32.3,421,29.4,425,i-73893083,public,0,/world-university-rankings/university-colorado-boulder,541,United States,"29,741",16.3,9%,44 : 56,University of Colorado Boulder,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,740,73,University of Groningen,60.8,740,41.5,102,54.4,67,78.8,125,74.0,63,67.1,139,i-39837162,master_account,0,/world-university-rankings/university-groningen,598,Netherlands,"25,281",24.4,13%,52 : 48,University of Groningen,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,750,74,University of Illinois at Urbana-Champaign,60.6,750,47.9,76,65.7,43,71.5,191,54.4,129,39.6,330,i-24020534,public,0,/world-university-rankings/university-illinois-urbana-champaign,495,United States,"43,202",18.3,22%,46 : 54,University of Illinois at Urbana-Champaign,"Veterinary Science,Biological Sciences,Agriculture & Forestry,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,760,75,The University of Osaka,60.5,760,59.0,43,66.2,40,62.6,249,80.6,50,27.1,444,i-41457091,master_account,0,/world-university-rankings/university-osaka,583,Japan,"23,087",7.6,9%,30 : 70,The University of Osaka Handai OU,"Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,770,76,University of Texas at Austin,60.4,770,41.8,101,49.0,80,90.3,52,50.0,163,33.7,383,i-33268802,public,0,/world-university-rankings/university-texas-austin,493,United States,"48,689",17.2,10%,51 : 49,University of Texas at Austin,"Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,780,77,University of Tübingen,60.2,780,42.5,99,61.6,51,75.0,163,38.2,275,58.2,197,i-81391611,master_account,0,/world-university-rankings/university-tubingen,652,Germany,"28,074",37.3,11%,58 : 42,University of Tübingen,"Sport Science,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,790,78,University of St Andrews,59.5,790,40.3,107,46.4,88,79.9,117,33.5,379,91.1,25,i-44428293,master_account,0,/world-university-rankings/university-st-andrews,549,United Kingdom,"8,455",12.2,46%,57 : 43,University of St Andrews,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,800,=79,"University of Maryland, College Park",59.2,800,38.3,114,44.3,96,94.9,29,33.6,375,32.3,394,i-76110123,public,0,/world-university-rankings/university-maryland-college-park,559,United States,"31,353",16.8,9%,48 : 52,"University of Maryland, College Park","Biological Sciences,Sport Science,Agriculture & Forestry,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,810,=79,University of York,59.2,810,35.7,133,37.7,128,90.2,53,40.9,236,85.2,51,i-82568163,master_account,0,/world-university-rankings/university-york,586,United Kingdom,"14,675",15.3,26%,55 : 45,University of York,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,820,=82,University of Aberdeen,59.0,820,45.1,84,31.4,173,85.1,75,50.3,157,91.3,21,i-57429768,master_account,0,/world-university-rankings/university-aberdeen,615,United Kingdom,"11,555",13.6,32%,55 : 45,University of Aberdeen,"Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,830,=82,Purdue University West Lafayette,59.0,830,47.8,78,58.6,57,66.1,231,62.4,99,66.6,142,i-32236813,public,0,/world-university-rankings/purdue-university-west-lafayette,562,United States,"38,788",17.7,22%,42 : 58,Purdue University West Lafayette,"Biological Sciences,Sport Science,Veterinary Science,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,840,84,University of Freiburg,58.6,840,43.9,91,43.3,103,77.6,135,100.0,2,66.0,150,i-33338764,master_account,0,/world-university-rankings/university-freiburg,653,Germany,"25,890",33.7,16%,52 : 48,University of Freiburg,"Sport Science,Agriculture & Forestry,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,850,85,University of East Anglia,58.5,850,28.4,200,35.9,143,97.5,16,29.3,539,79.4,74,i-02080581,master_account,11,/world-university-rankings/university-east-anglia,609,United Kingdom,"13,995",13.9,28%,58 : 42,University of East Anglia,"Biological Sciences,Agriculture & Forestry,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,860,86,Swedish University of Agricultural Sciences,58.3,860,52.8,57,49.6,77,71.3,196,48.4,169,51.8,240,i-24582382,master_account,0,/world-university-rankings/swedish-university-agricultural-sciences,711,Sweden,"3,838",4.6,%,68 : 32,Swedish University of Agricultural Sciences,"Biological Sciences,Veterinary Science,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,870,87,"University of California, Riverside",58.1,870,40.6,105,50.7,74,78.6,127,56.3,121,53.2,231,i-48621253,public,0,/world-university-rankings/university-california-riverside,607,United States,"20,901",22.6,13%,51 : 49,"University of California, Riverside","Biological Sciences,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,880,=88,Brown University,57.8,880,51.3,62,31.4,174,87.4,63,31.8,447,49.0,258,i-47263781,private,0,/world-university-rankings/brown-university,513,United States,"8,694",10.2,20%,,Brown University,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,890,=88,UNSW Sydney,57.8,890,31.4,170,47.0,86,80.6,112,51.1,150,88.9,34,i-95988771,master_account,6,/world-university-rankings/unsw-sydney,638,Australia,"39,121",26.3,32%,46 : 54,UNSW Sydney unsw australia unsw,"Sport Science,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,900,=90,"University of California, Santa Cruz",57.6,900,31.9,164,35.7,145,99.9,3,29.4,534,44.2,293,i-68567521,public,0,/world-university-rankings/university-california-santa-cruz,574,United States,"17,203",24.5,2%,53 : 47,"University of California, Santa Cruz","Biological Sciences,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,910,=90,University of Exeter,57.6,910,28.4,201,34.5,152,97.3,18,45.2,196,68.6,132,i-19978121,master_account,11,/world-university-rankings/university-exeter,620,United Kingdom,"18,235",17.5,27%,55 : 45,University of Exeter,"Biological Sciences,Sport Science,Veterinary Science,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,920,=90,École Normale Supérieure,57.6,920,36.5,126,35.2,147,86.4,72,57.4,117,82.0,65,i-49772873,master_account,0,/world-university-rankings/ecole-normale-superieure,523,France,"1,548",9.6,18%,40 : 60,École Normale Supérieure,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,930,=93,Arizona State University (Tempe),57.3,930,24.8,255,40.2,115,99.0,8,34.1,359,51.9,239,i-81050451,public,11,/world-university-rankings/arizona-state-university-tempe,591,United States,"43,082",20.1,16%,44 : 56,Arizona State University (Tempe),"Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,940,=93,University of Reading,57.3,940,47.5,80,36.8,134,75.9,147,54.0,133,82.0,64,i-33306644,master_account,0,/world-university-rankings/university-reading,628,United Kingdom,"12,085",14.0,29%,56 : 44,University of Reading,"Veterinary Science,Biological Sciences,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,950,95,James Cook University,57.2,950,27.6,213,33.7,159,90.9,45,80.2,52,87.0,42,i-45641594,master_account,0,/world-university-rankings/james-cook-university,131521,Australia,"12,004",22.9,13%,63 : 37,James Cook University,"Veterinary Science,Biological Sciences,Sport Science,Agriculture & Forestry",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,960,=96,University of Florida,56.9,960,58.4,45,67.2,38,52.5,316,56.0,125,34.5,377,i-25479123,public,0,/world-university-rankings/university-florida,590,United States,"44,911",17.0,9%,54 : 46,University of Florida,"Agriculture & Forestry,Biological Sciences,Sport Science,Veterinary Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,970,=96,University of Vienna,56.9,970,44.0,90,38.9,122,75.8,152,31.6,454,90.1,28,i-08487611,master_account,0,/world-university-rankings/university-vienna,603,Austria,"34,711",20.3,26%,67 : 33,University of Vienna,"Biological Sciences,Sport Science",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,980,98,Aarhus University,56.8,980,36.9,123,48.5,81,73.0,180,70.6,74,79.1,75,i-06644763,master_account,0,/world-university-rankings/aarhus-university,589,Denmark,"24,633",13.9,14%,55 : 45,Aarhus University,"Veterinary Science,Agriculture & Forestry,Sport Science,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,990,99,Korea Advanced Institute of Science and Technology (KAIST),56.7,990,33.6,149,39.8,116,90.3,51,100.0,5,31.7,401,i-77358701,master_account,0,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,558,South Korea,"9,327",9.5,9%,20 : 80,Korea Advanced Institute of Science and Technology (KAIST),"Sport Science,Veterinary Science,Biological Sciences",False,False,False
times,2026-07-19T10:14:04+00:00,life-sciences,2017,1000,100,Pohang University of Science and Technology (POSTECH),56.5,1000,32.5,158,37.4,131,92.0,39,99.7,15,35.2,374,i-57584321,master_account,0,/world-university-rankings/pohang-university-science-and-technology-postech,517,South Korea,"3,017",10.0,4%,22 : 78,Pohang University of Science and Technology (POSTECH) postech,Biological Sciences,False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,10,1,University of Oxford,94.6,10,84.9,7,100.0,1,99.0,3,99.5,11,87.3,30,i-92611101,master_account,0,/world-university-rankings/university-oxford,468,United Kingdom,"19,720",10.9,35%,46 : 54,University of Oxford,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,20,2,Harvard University,91.3,20,85.6,4,96.0,4,98.1,9,39.8,306,79.5,58,i-48698023,private,0,/world-university-rankings/harvard-university,466,United States,"19,890",8.8,25%,,Harvard University,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,30,3,University of Cambridge,91.0,30,78.5,22,99.8,2,98.2,8,41.3,256,85.8,37,i-67516113,master_account,0,/world-university-rankings/university-cambridge,470,United Kingdom,"18,605",11.3,35%,45 : 55,University of Cambridge,Medicine & Dentistry,False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,40,4,Imperial College London,90.2,40,83.8,10,89.8,11,97.3,14,53.3,112,93.6,9,i-67704114,master_account,0,/world-university-rankings/imperial-college-london,472,United Kingdom,"15,235",11.3,52%,37 : 63,Imperial College London,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,50,5,"University of California, Berkeley",89.0,50,79.9,19,94.5,7,98.9,4,52.9,113,66.5,137,i-50018853,public,0,/world-university-rankings/university-california-berkeley,474,United States,"34,834",12.0,16%,52 : 48,"University of California, Berkeley",Other Health,False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,60,6,UCL,88.6,60,80.8,17,96.9,3,90.2,47,49.3,141,91.6,16,i-15171793,master_account,0,/world-university-rankings/ucl,481,United Kingdom,"28,600",10.6,47%,56 : 44,UCL ucl UCL,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,70,7,Stanford University,88.4,70,86.7,2,91.1,8,97.0,16,51.8,120,55.4,200,i-35756672,private,0,/world-university-rankings/stanford-university,467,United States,"15,658",7.7,22%,42 : 58,Stanford University,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,80,8,Johns Hopkins University,88.1,80,84.3,8,88.6,12,95.8,23,74.6,42,67.9,130,i-44788493,private,0,/world-university-rankings/johns-hopkins-university,478,United States,"15,303",3.5,24%,51 : 49,Johns Hopkins University,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,90,9,Columbia University,86.8,90,85.3,6,84.7,22,95.8,21,44.8,192,70.9,112,i-62830784,private,0,/world-university-rankings/columbia-university,476,United States,"25,659",6.0,30%,,Columbia University,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,100,10,Karolinska Institute,86.3,100,81.6,15,95.0,6,86.4,73,58.5,89,79.8,56,i-94134154,master_account,0,/world-university-rankings/karolinska-institute,496,Sweden,"7,723",11.3,23%,69 : 31,Karolinska Institute,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,110,11,Duke University,86.0,110,82.0,14,85.3,19,97.3,13,96.7,14,44.8,287,i-10310643,private,0,/world-university-rankings/duke-university,487,United States,"15,204",4.8,17%,49 : 51,Duke University,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,120,12,"University of California, Los Angeles",85.9,120,88.0,1,87.6,14,93.6,36,45.8,180,48.2,254,i-95508882,public,0,/world-university-rankings/university-california-los-angeles,477,United States,"38,392",9.9,16%,53 : 47,"University of California, Los Angeles","Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,130,13,University of Melbourne,85.5,130,80.7,18,90.9,9,85.0,84,90.3,24,84.0,44,i-84190491,master_account,0,/world-university-rankings/university-melbourne,501,Australia,"42,273",24.8,37%,55 : 45,University of Melbourne UniMelb Australia,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,140,14,University of Toronto,85.1,140,85.5,5,95.7,5,81.5,103,64.6,65,68.0,129,i-67051171,master_account,0,/world-university-rankings/university-toronto,483,Canada,"68,093",18.8,16%,,University of Toronto,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,150,15,University of Pennsylvania,85.0,150,85.7,3,86.4,16,96.3,19,52.2,115,33.3,397,i-31733092,private,0,/world-university-rankings/university-pennsylvania,480,United States,"20,367",6.5,20%,51 : 49,University of Pennsylvania,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,160,16,King’s College London,84.7,160,77.3,23,88.4,13,88.9,59,43.6,215,91.6,17,i-27192485,master_account,0,/world-university-rankings/kings-college-london,520,United Kingdom,"21,985",11.3,38%,61 : 39,King’s College London,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,170,=17,Cornell University,84.4,170,82.1,13,87.2,15,93.8,34,42.3,243,51.9,228,i-48987672,private,0,/world-university-rankings/cornell-university,484,United States,"21,593",9.9,19%,49 : 51,Cornell University,Other Health,False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,180,=17,Yale University,84.4,180,84.3,9,85.3,20,91.1,43,44.4,204,61.8,163,i-73583889,private,0,/world-university-rankings/yale-university,475,United States,"11,946",4.4,21%,49 : 51,Yale University,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,190,19,University of Washington,84.0,190,79.9,20,86.3,17,96.5,17,51.1,125,42.1,307,i-79008396,public,0,/world-university-rankings/university-washington,489,United States,"45,162",11.9,15%,53 : 47,University of Washington,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,200,20,University of Edinburgh,83.5,200,74.2,30,79.6,27,97.5,12,39.4,320,80.9,53,i-61465682,master_account,0,/world-university-rankings/university-edinburgh,500,United Kingdom,"25,280",12.5,37%,59 : 41,University of Edinburgh,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,210,21,University of Michigan-Ann Arbor,81.5,210,83.8,11,81.6,24,90.0,50,41.8,250,44.4,290,i-98611775,public,0,/world-university-rankings/university-michigan-ann-arbor,482,United States,"41,912",8.8,16%,48 : 52,University of Michigan-Ann Arbor,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,220,22,Washington University in St Louis,80.5,220,76.1,24,80.0,26,97.9,11,38.4,360,30.0,427,i-93859583,private,0,/world-university-rankings/washington-university-st-louis,505,United States,"12,528",5.7,17%,,Washington University in St Louis,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,230,23,McGill University,80.1,230,81.5,16,85.4,18,78.9,131,42.7,231,72.4,102,i-09910272,master_account,11,/world-university-rankings/mcgill-university,492,Canada,"30,911",13.5,24%,57 : 43,McGill University,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,240,24,The University of Chicago,79.1,240,74.0,32,77.4,31,94.9,28,43.4,217,40.6,325,i-33619812,private,0,/world-university-rankings/university-chicago,473,United States,"13,486",6.2,24%,42 : 58,The University of Chicago,Medicine & Dentistry,False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,250,25,University of North Carolina at Chapel Hill,78.7,250,79.7,21,74.4,33,91.7,40,42.7,233,40.4,328,i-95855921,public,0,/world-university-rankings/university-north-carolina-chapel-hill,507,United States,"26,412",7.5,8%,57 : 43,University of North Carolina at Chapel Hill,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,260,26,Boston University,78.5,260,75.6,26,70.6,44,94.4,32,38.8,341,55.2,203,i-74571941,private,0,/world-university-rankings/boston-university,518,United States,"24,714",8.4,19%,59 : 41,Boston University,"Other Health,Medicine & Dentistry",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,270,27,McMaster University,77.9,270,74.1,31,72.5,39,86.7,72,73.8,46,70.8,114,i-01180873,master_account,11,/world-university-rankings/mcmaster-university,529,Canada,"23,943",20.4,16%,52 : 48,McMaster University,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,280,28,Universität Heidelberg,77.5,280,75.8,25,74.3,34,85.1,83,63.0,73,63.5,156,i-09424225,master_account,11,/world-university-rankings/universitat-heidelberg,537,Germany,"29,527",24.9,17%,55 : 45,Universität Heidelberg,"Medicine & Dentistry,Other Health",False,False,False
times,2026-07-19T10:14:04+00:00,clinical-pre-clinical-health,2017,290,=29,"University of California, San Diego",76.1,290,64.4,41,73.2,36,97.2,15,60.7,81,35.5,375,i-62118223,public,0,/world-university-rankings/university-california-san-diego,497,United States,"28,416",6.6,14%,47 : 53,"University of California, San Diego","Medicine & Dentistry,Other Health",False,False,False
