source,retrieved_at,ranking_scope,ranking_year,core_id,country,city,guide,nid,title,score,rank_display,region,stars,recm
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,9,Czech Republic,Prague,,294645,Academy of Sciences of the Czech Republic,58.6,=376,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,606,Thailand,Bangkok,,297255,Thammasat University,58.6,=376,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,133,United States,Williamsburg,,294524,William & Mary,58.5,=378,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,320,Japan,Kobe City,,294136,Kobe University,58.5,=378,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,455,United Kingdom,Newcastle upon Tyne,,294770,Northumbria University at Newcastle,58.5,=378,Europe,5,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,492,Brazil,SÃ£o Paulo,,297517,UNESP,58.4,381,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,814,United States,New York City,,297583,Fordham University,58.3,=382,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,319,United Kingdom,Kingston upon Thames,,294138,"Kingston University, London",58.3,=382,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,20826,Russia,Moscow,,296016,Russian State University for the Humanities,58.3,=382,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,621,France,Toulouse,,297240,Université de Toulouse II-Le Mirail,58.2,385,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,468,United Kingdom,Milton Keynes,,297464,The Open University,58.1,=386,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,639,Sweden,Umeå,,297222,Umea University,58.1,=386,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,530,United States,Rochester,,297494,University of Rochester,58.1,=386,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,129,United States,Cincinnati,,294528,University of Cincinnati,58,389,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,15283,Italy,Florence,,294472,European University Institute,57.9,390,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,388,Malaysia,Sintok,,294872,Universiti Utara Malaysia (UUM),57.8,391,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,8,United Kingdom,Aberystwyth,,294646,Aberystwyth University,57.7,=392,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,29,United Kingdom,Birmingham,,294627,Aston University,57.7,=392,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,381,Thailand,Nakhon Pathom,,294879,Mahidol University,57.7,=392,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,33,Greece,Athens,,294623,National and Kapodistrian University of Athens,57.7,=392,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1508,Spain,Alicante,,296464,University of Alicante,57.7,=392,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,67,Germany,Bremen,,294589,Universität Bremen,57.7,=392,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,423,United States,Raleigh,,294837,North Carolina State University,57.6,=398,North America,6,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,633,Italy,Turin,,297228,Politecnico di Torino,57.6,=398,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,580,Germany,Stuttgart,,297469,Universität Stuttgart,57.6,=398,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,2243,Serbia,Belgrade,,295204,University of Belgrade,57.6,=398,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,666,United States,Pullman,,297195,Washington State University,57.6,=398,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1262,Denmark,Aalborg,,296663,Aalborg University,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,58,Turkey,Ankara,,294598,Bilkent University,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,73,United Kingdom,,,294583,Brunel University London,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,100,Canada,Ottawa,,294556,Carleton University,,401-450,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,2552,Mexico,Mexico City,,293362,"El Colegio de México, A.C.",,401-450,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,153,Philippines,Manila,,294504,De La Salle University,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,162,Japan,Kyoto,,294496,Doshisha University,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,175,France,Lyon,,294483,École Normale Supérieure de Lyon,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,281,India,Mumbai,,294243,Indian Institute of Technology Bombay (IITB),,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,717,Malaysia,Kuala Lumpur,,297111,International Islamic University Malaysia (IIUM),,401-450,Asia,4,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,682,Germany,Würzburg,,297179,Julius-Maximilians-Universität Würzburg,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,348,Sweden,Linköping,,294051,Linköping University,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,370,United States,Chicago,,294002,Loyola University Chicago,,401-450,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,834,Australia,Murdoch,,297514,Murdoch University,,401-450,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,882,China (Mainland),Tianjin,,297009,Nankai University,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,590,Taiwan,Taipei City,,297271,National Taiwan University of Science and Technology (Taiwan Tech),,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,457,Norway,Trondheim,,294764,Norwegian University of Science And Technology,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,25824,Italy,Pisa,,295576,Scuola Normale Superiore,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,2025,China (Mainland),Shanghai,,294995,Shanghai International Studies University,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,557,China (Mainland),Shanghai,,297367,Shanghai University,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,885,China (Mainland),Chengdu,,297004,Sichuan University,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,583,United States,Stony Brook,,297276,"Stony Brook University, State University of New York",,401-450,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,586,United Kingdom,Swansea,,297274,Swansea University,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,602,United States,Philadelphia,,297259,Temple University,,401-450,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,227,United States,Athens,,294337,The University of Georgia,,401-450,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1714,Mexico,Guadalajara,,296848,Universidad de Guadalajara (UDG),,401-450,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1690,Argentina,La Plata,,296825,Universidad Nacional de La Plata (UNLP),,401-450,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,222,Italy,Genoa,,294360,University of Genoa,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,561,Italy,Siena,,297347,University of Siena,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,171,Germany,Düsseldorf,,294487,University Duesseldorf,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,291,Austria,Innsbruck,,294230,Universität Innsbruck,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,303,Germany,Jena,,294189,Universität Jena,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1367,Germany,Potsdam,,296570,Universität Potsdam,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,77,Romania,Bucharest,,294579,University of Bucharest,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,88,United States,Riverside,,294568,"University of California, Riverside",,401-450,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,844,Australia,Bruce,,296820,University of Canberra,,401-450,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,739,Israel,Haifa,,297087,University of Haifa,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,551,United Kingdom,Huddersfield,,297416,University of Huddersfield,,401-450,Europe,4,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,433,South Africa,Pinetown,,294818,University of Kwazulu-Natal,,401-450,Africa,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,390,Canada,Winnipeg,,294870,University of Manitoba,,401-450,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,545,United Kingdom,Salford,,297473,University of Salford,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,122,China (Mainland),Hefei,,294534,University of Science and Technology of China,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,627,Japan,Tsukuba City,,297234,University of Tsukuba,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1494,Russia,Ekaterinburg,,296475,Ural Federal University - UrFU,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,14329,Italy,Verona,,293776,Verona University,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,763,Lithuania,Vilnius,,297067,Vilnius University,,401-450,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,655,United States,Blacksburg,,297206,Virginia Polytechnic Institute and State University,,401-450,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,891,China (Mainland),Xiamen,,296994,Xiamen University,,401-450,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,837,Australia,Melbourne,,297047,Australian Catholic University,,451-500,Oceania,4,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,66,United States,Waltham,,294590,Brandeis University,,451-500,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,116,Sweden,Gothenburg,,294540,Chalmers University of Technology,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,354,United Kingdom,London,,294034,"City, University of London",,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1799,United States,Fairfax,,297427,George Mason University,,451-500,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,730,United Kingdom,Edinburgh,,297099,Heriot-Watt University,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,264,Japan,Higashihiroshima City,,294260,Hiroshima University,,451-500,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,277,United States,Chicago,,294247,Illinois Institute of Technology,,451-500,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,297,Turkey,Istanbul,,294202,Istanbul University,,451-500,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,910,India,Kolkata,,297316,Jadavpur University,,451-500,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,833,Australia,Townsville,,297518,James Cook University,,451-500,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1175,Saudi Arabia,Riyadh,,296684,King Saud University,,451-500,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,310,Germany,Karlsruhe,,294164,"KIT, Karlsruhe Institute of Technology",,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1628,United Kingdom,Manchester ,,297540,Manchester Metropolitan University (MMU),,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,725,Czech Republic,Brno,,297103,Masaryk University,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,2110,Turkey,Ankara,,296110,Middle East Technical University,,451-500,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1634,United Kingdom,Nottingham,,297519,Nottingham Trent University,,451-500,Europe,4,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,511,South Korea,Busan,,297483,Pusan National University,,451-500,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1629,United Kingdom,,,297537,Sheffield Hallam University,,451-500,Europe,5,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,598,Germany,Dresden,,297263,Technische Universität Dresden,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,610,Netherlands,Tilburg,,297251,Tilburg University,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,716,Chile,Santiago,,297112,Universidad Alberto Hurtado,,451-500,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1700,Chile,Concepción,,296834,Universidad de Concepción,,451-500,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,648,Spain,València,,297213,Universitat Politècnica de València,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,109,Portugal,Lisbon,,294547,Universidade Católica Portuguesa - UCP,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1726,Brazil,Brasília,,296864,Universidade de Brasília,,451-500,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,2746,Brazil,Florianópolis,,293554,Universidade Federal de Santa Catarina,,451-500,Latin America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,391,Germany,Mannheim,,294869,Universität Mannheim,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,29442,Spain,Barcelona,,309672,Universitat Ramon Llull,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,518,Germany,Regensburg,,297455,Universität Regensburg,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,29988,France,Grenoble,,325908,Université Grenoble Alpes,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1384,Hungary,Debrecen,,297396,University of Debrecen,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,169,United Kingdom,Dundee,,294489,University of Dundee,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,2231,Jordan,Amman,,295192,University of Jordan,,451-500,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,309,United States,Lawrence,,294169,University of Kansas,,451-500,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,342,Belgium,Arlon,,294063,Université de Liège,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,347,Ireland,Limerick,,294053,University of Limerick,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,351,Slovenia,Ljubljana,,294040,University of Ljubljana,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,14378,Macau SAR,,,293821,University of Macau,,451-500,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1133,Malaysia,Kota Kinabalu,,297141,Universiti Malaysia Sabah (UMS),,451-500,Asia,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,14331,United States,Boston,,293778,University of Massachusetts Boston,,451-500,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,14336,Italy,Milan,,293783,University of Milano-Bicocca,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,446,United States,Albuquerque,,294790,University of New Mexico,,451-500,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,579,United Kingdom,Glasgow,,297470,University of Strathclyde,,451-500,Europe,5,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,589,Hungary,Szeged,,297272,University of Szeged,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,592,Finland,Tampere,,297269,University of Tampere,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,603,United States,Knoxville,,297258,"The University of Tennessee, Knoxville",,451-500,North America,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,625,Norway,Tromsø,,297236,University of Tromsø The Arctic University of Norway,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,arts-humanities,2018,1641,United Kingdom,Coleraine,,296383,Ulster University,,451-500,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,410,United States,Cambridge,,294850,Massachusetts Institute of Technology (MIT),97.7,1,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,573,United States,Stanford,,297282,Stanford University,96,2,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,95,United Kingdom,Cambridge,,294561,University of Cambridge,94.9,3,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,201,Switzerland,Zürich,,294432,ETH Zurich - Swiss Federal Institute of Technology,93.8,4,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,431,Singapore,Singapore,,294821,"Nanyang Technological University, Singapore (NTU)",93.7,5,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,356,United Kingdom,London,,294030,Imperial College London,93.4,6,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,443,Singapore,Singapore,,294798,National University of Singapore (NUS),92.4,7,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,615,Japan,Tokyo,,297246,The University of Tokyo,92.1,=8,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,478,United Kingdom,Oxford,,294654,University of Oxford,92.1,=8,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,626,China (Mainland),Beijing,,297235,Tsinghua University,92,10,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,84,United States,Berkeley,,294572,"University of California, Berkeley (UCB)",90.9,11,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,177,Switzerland,Lausanne,,294481,EPFL,90.4,12,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,253,United States,Cambridge,,294270,Harvard University,89.9,13,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,613,Japan,Tokyo,,297248,Tokyo Institute of Technology (Tokyo Tech),89.3,14,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,324,South Korea,Daejeon,,294124,KAIST - Korea Advanced Institute of Science & Technology,89.2,15,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,553,South Korea,Seoul,,297403,Seoul National University,88.7,16,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,407,Italy,Milan,,294853,Politecnico di Milano,88.4,=17,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,269,Hong Kong SAR,Hong Kong,,294255,The Hong Kong University of Science and Technology,88.4,=17,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,441,Taiwan,Taipei City,,294804,National Taiwan University (NTU),88.1,19,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,50,China (Mainland),Beijing,,294606,Peking University,87.9,20,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,328,Japan,Kyoto,,294111,Kyoto University,87.8,21,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,155,Netherlands,Delft,,294502,Delft University of Technology,87.5,=22,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,383,Malaysia,Kuala Lumpur,,294877,Universiti Malaya (UM),87.5,=22,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,225,United States,Atlanta,,294349,Georgia Institute of Technology,87.4,24,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,599,Germany,Munich,,297262,Technical University of Munich,87.3,25,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,94,United States,Pasadena,,294562,California Institute of Technology (Caltech),86.6,26,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,399,Australia,Parkville,,294861,The University of Melbourne,85.8,=27,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,447,Australia,Sydney,,294788,The University of New South Wales (UNSW Sydney),85.8,=27,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,556,China (Mainland),Shanghai,,297378,Shanghai Jiao Tong University,85.5,29,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,268,Hong Kong SAR,Hong Kong,,294256,The University of Hong Kong,85.3,30,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,101,United States,Pittsburgh,,294555,Carnegie Mellon University,85,=31,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,4,Germany,Aachen,,294649,RWTH Aachen University,85,=31,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,442,Taiwan,Hsinchu City,,294800,National Tsing Hua University,84.1,=33,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,633,Italy,Turin,,297228,Politecnico di Torino,84.1,=33,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,87,United States,Los Angeles,,294569,"University of California, Los Angeles (UCLA)",83.9,35,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,412,Australia,Melbourne,,294848,Monash University,83.8,=36,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,692,China (Mainland),Hangzhou,,297123,Zhejiang University,83.8,=36,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,508,United States,Princeton,,297490,Princeton University,83.7,38,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,595,Germany,Berlin,,297266,Technische Universität Berlin (TU Berlin),83.6,=39,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,588,Australia,Sydney,,296815,The University of Sydney,83.6,=39,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,535,Sweden,Stockholm,,297484,KTH Royal Institute of Technology,83.5,=41,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,123,Hong Kong SAR,Hong Kong,,294277,The Chinese University of Hong Kong (CUHK),83.5,=41,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,619,Canada,Toronto,,297242,University of Toronto,83.4,43,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,472,Japan,Osaka City,,297628,Osaka University,83.1,=44,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,502,South Korea,Pohang ,,297501,Pohang University of Science And Technology (POSTECH),83.1,=44,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,40,Australia,Canberra,,294616,The Australian National University,83,=46,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,2090,United States,Champaign,,295060,University of Illinois at Urbana-Champaign,83,=46,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,325,South Korea,Seoul,,294121,Korea University,82.6,=48,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,437,Taiwan,Hsinchu City,,294810,National Chiao Tung University,82.6,=48,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,611,Japan,Sendai City,,297250,Tohoku University,82.6,=48,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,218,China (Mainland),Shanghai,,294367,Fudan University,82.5,=51,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,310,Germany,Karlsruhe,,294164,"KIT, Karlsruhe Institute of Technology",82.5,=51,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,597,Denmark,Kongens Lyngby,,297264,Technical University of Denmark,82.4,=53,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,389,United Kingdom,Manchester,,294871,The University of Manchester,82.4,=53,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,387,Malaysia,Skudai,,294873,Universiti Teknologi Malaysia,82.4,=53,Asia,5,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,267,Hong Kong SAR,Hong Kong,,294257,The Hong Kong Polytechnic University,82.2,=56,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,403,United States,Ann Arbor,,294857,University of Michigan-Ann Arbor,82.2,=56,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,365,United Kingdom,London,,294014,UCL,82.1,=58,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,604,United States,Austin,,297257,University of Texas at Austin,82.1,=58,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,143,United States,Ithaca,,294514,Cornell University,81.9,=60,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,386,Malaysia,Gelugor,,294874,Universiti Sains Malaysia (USM),81.9,=60,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,435,Taiwan,Tainan City,,294814,National Cheng Kung University (NCKU),81.8,62,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,130,Hong Kong SAR,Hong Kong,,294527,City University of Hong Kong,81.7,63,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,282,India,New Delhi,,294242,Indian Institute of Technology Delhi (IITD),81.6,=64,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,105,Belgium,Leuven,,294551,KU Leuven,81.6,=64,Europe,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,515,Australia,Brisbane,,297460,The University of Queensland,81.6,=64,Oceania,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,688,South Korea,Seoul,,297129,Yonsei University,81.6,=64,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,281,India,Mumbai,,294243,Indian Institute of Technology Bombay (IITB),81.3,=68,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,582,South Korea,Suwon,,297467,Sungkyunkwan University(SKKU),81.3,=68,Asia,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,70,Canada,Vancouver,,294586,University of British Columbia,81.1,=70,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,670,Canada,Waterloo,,297191,University of Waterloo,81.1,=70,North America,,0--
qs,2026-07-19T10:44:57+00:00,engineering-technology,2018,250,South Korea,Seoul,,294273,Hanyang University,80.8,72,Asia,,0--
